k600,Vms,Qm3s,slope,depth,width,place,data1,data
2.62932,0.31617,0.21791,0.00159,0.15682,47.33679,Raymond,Raymond et al.,Raymond et al. 2012
1.62666,0.11176,2.40550,0.00082,0.82906,279.61704,Raymond,Raymond et al.,Raymond et al. 2012
3.06844,0.19567,2.94320,0.00102,0.37789,428.69641,Raymond,Raymond et al.,Raymond et al. 2012
2.01978,0.06706,3.65070,0.00160,0.70088,836.61417,Raymond,Raymond et al.,Raymond et al. 2012
2.76965,0.18288,3.11300,0.00110,0.36576,501.23943,Raymond,Raymond et al.,Raymond et al. 2012
1.83412,0.14240,,0.00138,0.37421,,Raymond,Raymond et al.,Raymond et al. 2012
1.73587,0.14240,,0.00138,0.37421,,Raymond,Raymond et al.,Raymond et al. 2012
2.43906,0.06714,0.54336,0.00155,0.69918,124.67192,Raymond,Raymond et al.,Raymond et al. 2012
2.97438,0.16092,0.35432,0.00145,0.31204,75.99723,Raymond,Raymond et al.,Raymond et al. 2012
4.08031,0.06453,0.14999,0.00280,0.40157,62.33596,Raymond,Raymond et al.,Raymond et al. 2012
1.69168,0.20705,1.58480,0.00116,0.30274,272.30971,Raymond,Raymond et al.,Raymond et al. 2012
13.97628,0.02706,0.08023,0.00216,1.23764,25.80381,Raymond,Raymond et al.,Raymond et al. 2012
1.21693,0.50156,65.37300,0.00013,1.03632,1354.60509,Raymond,Raymond et al.,Raymond et al. 2012
2.38528,0.31669,1.62895,0.00043,0.50405,109.90814,Raymond,Raymond et al.,Raymond et al. 2012
1.58010,0.21120,0.16867,0.00136,0.21847,39.37008,Raymond,Raymond et al.,Raymond et al. 2012
2.40246,0.13834,1.66970,0.00091,0.49838,260.82677,Raymond,Raymond et al.,Raymond et al. 2012
1.53351,0.23470,0.12636,0.00100,0.25814,22.46362,Raymond,Raymond et al.,Raymond et al. 2012
2.14307,0.13411,3.65070,0.00130,0.33406,877.62467,Raymond,Raymond et al.,Raymond et al. 2012
2.44862,0.12230,0.08462,0.00270,0.16951,43.96325,Raymond,Raymond et al.,Raymond et al. 2012
2.09948,0.26730,4.75440,0.00032,0.63288,295.60367,Raymond,Raymond et al.,Raymond et al. 2012
5.91509,0.10519,0.16556,0.00087,0.58500,28.97729,Raymond,Raymond et al.,Raymond et al. 2012
0.68636,0.08047,0.09962,0.00316,0.20318,65.61680,Raymond,Raymond et al.,Raymond et al. 2012
2.13793,0.20503,0.04143,0.00294,0.08309,26.19423,Raymond,Raymond et al.,Raymond et al. 2012
2.45927,0.18282,0.48252,0.00111,0.24375,116.62145,Raymond,Raymond et al.,Raymond et al. 2012
3.24771,0.04811,0.37073,0.00120,0.85344,97.24836,Raymond,Raymond et al.,Raymond et al. 2012
2.52837,0.13297,0.48110,0.00063,0.56028,69.55381,Raymond,Raymond et al.,Raymond et al. 2012
2.03851,0.07616,0.06707,0.00337,0.18288,51.86399,Raymond,Raymond et al.,Raymond et al. 2012
1.75576,0.03914,0.03679,0.00739,0.15986,63.32021,Raymond,Raymond et al.,Raymond et al. 2012
2.66421,0.30299,0.19386,0.00150,0.10064,68.47183,Raymond,Raymond et al.,Raymond et al. 2012
1.66564,0.04502,0.25074,0.00155,0.63051,95.14436,Raymond,Raymond et al.,Raymond et al. 2012
2.21920,0.07078,0.03280,0.00322,0.19174,26.03018,Raymond,Raymond et al.,Raymond et al. 2012
1.35256,0.21744,0.92824,0.00134,0.14877,309.05512,Raymond,Raymond et al.,Raymond et al. 2012
2.26682,0.04866,0.04754,0.00285,0.30095,34.96880,Raymond,Raymond et al.,Raymond et al. 2012
3.47184,0.05670,0.08462,0.00280,0.25386,63.32021,Raymond,Raymond et al.,Raymond et al. 2012
1.25446,0.06329,0.12452,0.00147,0.43350,48.88451,Raymond,Raymond et al.,Raymond et al. 2012
0.86830,0.14370,2.05175,0.00070,0.39387,390.41995,Raymond,Raymond et al.,Raymond et al. 2012
1.91651,0.14305,0.01142,0.00250,0.10241,8.39475,Raymond,Raymond et al.,Raymond et al. 2012
7.84061,0.05878,1.29048,0.00060,1.00105,236.22047,Raymond,Raymond et al.,Raymond et al. 2012
1.00745,0.32815,1.08352,0.00080,0.13219,269.02887,Raymond,Raymond et al.,Raymond et al. 2012
1.89881,0.07958,0.05080,0.00232,0.18641,36.88140,Raymond,Raymond et al.,Raymond et al. 2012
1.67232,0.03122,0.24536,0.00155,0.70688,119.75066,Raymond,Raymond et al.,Raymond et al. 2012
1.09032,0.30291,0.96220,0.00080,0.13823,247.50656,Raymond,Raymond et al.,Raymond et al. 2012
2.57234,0.10202,0.03934,0.00330,0.09813,42.32283,Raymond,Raymond et al.,Raymond et al. 2012
1.05707,0.32644,1.10849,0.00080,0.12587,290.55118,Raymond,Raymond et al.,Raymond et al. 2012
1.99204,0.06187,0.73863,0.00072,0.73150,175.76553,Raymond,Raymond et al.,Raymond et al. 2012
1.11032,0.08724,0.43016,0.00158,0.23733,223.75328,Raymond,Raymond et al.,Raymond et al. 2012
2.02977,0.03813,0.08915,0.00177,0.47669,52.82152,Raymond,Raymond et al.,Raymond et al. 2012
1.41904,0.07683,0.04471,0.00396,0.10386,60.36745,Raymond,Raymond et al.,Raymond et al. 2012
5.21130,0.07257,0.04217,0.00330,0.13155,47.57218,Raymond,Raymond et al.,Raymond et al. 2012
0.76517,0.10345,0.27932,0.00118,0.25692,113.18898,Raymond,Raymond et al.,Raymond et al. 2012
1.33194,0.05870,0.81787,0.00054,0.98211,152.80840,Raymond,Raymond et al.,Raymond et al. 2012
1.18219,0.06819,1.49990,0.00060,0.76200,310.88443,Raymond,Raymond et al.,Raymond et al. 2012
1.04442,0.14218,0.13301,0.00087,0.23444,42.97900,Raymond,Raymond et al.,Raymond et al. 2012
1.68521,0.05419,0.87730,0.00081,0.65054,268.04462,Raymond,Raymond et al.,Raymond et al. 2012
0.99055,0.07359,0.19909,0.00063,0.58883,49.48498,Raymond,Raymond et al.,Raymond et al. 2012
2.04709,0.09062,0.08341,0.00070,0.42176,23.50722,Raymond,Raymond et al.,Raymond et al. 2012
2.32663,0.11371,0.29715,0.00054,0.43436,64.79659,Raymond,Raymond et al.,Raymond et al. 2012
1.24643,0.16529,0.57308,0.00043,0.37317,100.06562,Raymond,Raymond et al.,Raymond et al. 2012
1.08273,0.16717,0.57308,0.00043,0.36899,100.06562,Raymond,Raymond et al.,Raymond et al. 2012
1.92939,0.11081,0.88296,0.00081,0.29097,294.94751,Raymond,Raymond et al.,Raymond et al. 2012
1.22195,0.16098,0.58274,0.00043,0.37726,103.34646,Raymond,Raymond et al.,Raymond et al. 2012
1.01596,0.16489,0.58274,0.00043,0.36830,103.34646,Raymond,Raymond et al.,Raymond et al. 2012
3.33249,0.07012,1.49990,0.00070,0.51816,444.59109,Raymond,Raymond et al.,Raymond et al. 2012
3.02036,0.08353,0.03056,0.00330,0.09100,43.30709,Raymond,Raymond et al.,Raymond et al. 2012
1.67902,0.03962,0.18537,0.00081,0.76668,65.71831,Raymond,Raymond et al.,Raymond et al. 2012
1.27304,0.08572,0.12438,0.00063,0.44935,34.77690,Raymond,Raymond et al.,Raymond et al. 2012
1.05356,0.16552,0.14716,0.00063,0.23072,41.50262,Raymond,Raymond et al.,Raymond et al. 2012
1.18989,0.05080,0.29998,0.00136,0.34442,184.65612,Raymond,Raymond et al.,Raymond et al. 2012
0.99732,0.12902,0.81221,0.00060,0.30392,223.09711,Raymond,Raymond et al.,Raymond et al. 2012
1.75538,0.04407,3.48090,0.00050,1.06680,797.35366,Raymond,Raymond et al.,Raymond et al. 2012
1.99009,0.08692,1.49990,0.00060,0.42672,435.51780,Raymond,Raymond et al.,Raymond et al. 2012
2.67057,0.07112,0.02377,0.00330,0.09378,38.38583,Raymond,Raymond et al.,Raymond et al. 2012
1.64979,0.07477,0.81787,0.00046,0.62919,187.24409,Raymond,Raymond et al.,Raymond et al. 2012
1.70755,0.05891,,0.00064,0.56838,,Raymond,Raymond et al.,Raymond et al. 2012
0.58001,0.10774,0.07811,0.00115,0.15062,51.83727,Raymond,Raymond et al.,Raymond et al. 2012
1.69256,0.02830,0.00764,0.01030,0.06145,47.24409,Raymond,Raymond et al.,Raymond et al. 2012
1.98774,0.06225,0.05094,0.00095,0.27985,31.49606,Raymond,Raymond et al.,Raymond et al. 2012
0.78556,0.11785,0.08264,0.00092,0.14569,51.83727,Raymond,Raymond et al.,Raymond et al. 2012
1.12717,0.08458,3.48090,0.00030,0.57912,765.43587,Raymond,Raymond et al.,Raymond et al. 2012
1.04606,0.04325,,0.00093,0.35814,,Raymond,Raymond et al.,Raymond et al. 2012
1.04011,0.11023,0.07641,0.00063,0.15171,49.21260,Raymond,Raymond et al.,Raymond et al. 2012
3.82278,0.03251,0.81787,0.00026,1.21630,222.75591,Raymond,Raymond et al.,Raymond et al. 2012
1.06216,0.02838,0.13924,0.00093,0.37637,140.41995,Raymond,Raymond et al.,Raymond et al. 2012
1.42795,0.01984,0.03849,0.00160,0.31059,67.25722,Raymond,Raymond et al.,Raymond et al. 2012
1.10779,0.05182,0.29998,0.00025,0.69654,89.51845,Raymond,Raymond et al.,Raymond et al. 2012
1.24281,0.04572,0.29998,0.00025,0.78143,90.43236,Raymond,Raymond et al.,Raymond et al. 2012
1.89730,0.04111,3.65070,0.00020,1.06016,902.23097,Raymond,Raymond et al.,Raymond et al. 2012
1.41662,0.10098,0.73580,0.00014,0.59802,131.23360,Raymond,Raymond et al.,Raymond et al. 2012
2.42185,0.09149,0.58298,0.00024,0.39919,171.91601,Raymond,Raymond et al.,Raymond et al. 2012
0.68741,0.03917,0.79382,0.00019,1.14804,190.11374,Raymond,Raymond et al.,Raymond et al. 2012
0.69721,0.07907,0.73580,0.00017,0.58749,170.60367,Raymond,Raymond et al.,Raymond et al. 2012
1.14842,0.02396,0.03000,0.00160,0.19854,67.91339,Raymond,Raymond et al.,Raymond et al. 2012
1.02356,0.09101,0.01595,0.00081,0.09693,19.46964,Raymond,Raymond et al.,Raymond et al. 2012
2.24888,0.16459,,0.00010,0.42302,,Raymond,Raymond et al.,Raymond et al. 2012
1.68292,0.08709,0.56034,0.00024,0.33316,208.00525,Raymond,Raymond et al.,Raymond et al. 2012
1.41336,0.07786,0.56600,0.00014,0.59664,131.23360,Raymond,Raymond et al.,Raymond et al. 2012
1.38115,0.02268,0.03849,0.00110,0.25913,70.53806,Raymond,Raymond et al.,Raymond et al. 2012
10.80045,0.15103,45.28000,0.00002,2.04216,1581.21348,Raymond,Raymond et al.,Raymond et al. 2012
1.34331,0.02717,0.03000,0.00110,0.18686,63.64829,Raymond,Raymond et al.,Raymond et al. 2012
0.91663,0.08025,1.31595,0.00008,0.79169,223.09711,Raymond,Raymond et al.,Raymond et al. 2012
0.79784,0.04776,0.73863,0.00007,1.27226,130.92738,Raymond,Raymond et al.,Raymond et al. 2012
0.75397,0.01192,0.07103,0.00081,0.32766,195.91764,Raymond,Raymond et al.,Raymond et al. 2012
0.56413,0.01487,0.30423,0.00017,1.10075,200.13123,Raymond,Raymond et al.,Raymond et al. 2012
1.65168,0.01887,0.38205,0.00010,1.10761,196.85039,Raymond,Raymond et al.,Raymond et al. 2012
0.42775,0.01467,0.01472,0.00095,0.15034,71.85039,Raymond,Raymond et al.,Raymond et al. 2012
1.48883,0.07396,7.35800,0.00004,0.66789,1604.33071,Raymond,Raymond et al.,Raymond et al. 2012
0.65492,0.01854,0.00283,0.00098,0.09823,16.73228,Raymond,Raymond et al.,Raymond et al. 2012
0.84829,0.01538,0.09707,0.00021,0.35052,193.88670,Raymond,Raymond et al.,Raymond et al. 2012
94.64650,0.26535,0.28300,0.05600,0.46360,7.56201,Raymond,Raymond et al.,Raymond et al. 2012
24.80075,0.12200,0.28300,0.02400,0.55815,13.66120,Raymond,Raymond et al.,Raymond et al. 2012
30.38651,0.12200,0.28300,0.02400,0.55815,13.66120,Raymond,Raymond et al.,Raymond et al. 2012
1.53587,0.32635,2.32060,0.00418,0.55205,42.34006,Raymond,Raymond et al.,Raymond et al. 2012
1.95593,0.33245,2.43380,0.00373,0.54290,44.32533,Raymond,Raymond et al.,Raymond et al. 2012
2.38295,0.30500,3.28280,0.00367,0.56425,62.70270,Raymond,Raymond et al.,Raymond et al. 2012
2.23833,0.28365,3.33940,0.00316,0.59170,65.40295,Raymond,Raymond et al.,Raymond et al. 2012
1.96399,0.74725,93.39000,0.00020,2.33630,175.84057,Raymond,Raymond et al.,Raymond et al. 2012
3.30005,0.36905,1.78290,0.00198,0.46055,34.48087,Raymond,Raymond et al.,Raymond et al. 2012
3.89721,0.31415,3.93370,0.00166,0.57950,71.02708,Raymond,Raymond et al.,Raymond et al. 2012
5.11081,0.17141,3.19790,0.00238,0.70150,87.42070,Raymond,Raymond et al.,Raymond et al. 2012
4.28986,0.24400,0.36790,0.00391,0.29280,16.92708,Raymond,Raymond et al.,Raymond et al. 2012
3.26904,0.09760,0.28300,0.00732,0.36295,26.26050,Raymond,Raymond et al.,Raymond et al. 2012
3.30017,0.28365,3.93370,0.00137,0.64660,70.50112,Raymond,Raymond et al.,Raymond et al. 2012
3.90191,0.18605,0.53770,0.00269,0.49105,19.34630,Raymond,Raymond et al.,Raymond et al. 2012
3.25537,0.26840,3.99030,0.00162,0.55510,88.03696,Raymond,Raymond et al.,Raymond et al. 2012
3.11899,0.25010,3.99030,0.00146,0.64660,81.10907,Raymond,Raymond et al.,Raymond et al. 2012
3.39394,0.16775,0.28300,0.00557,0.25010,22.17295,Raymond,Raymond et al.,Raymond et al. 2012
3.19871,0.16165,3.19790,0.00221,0.64965,100.09744,Raymond,Raymond et al.,Raymond et al. 2012
2.20500,0.38735,2.09420,0.00140,0.42700,41.61980,Raymond,Raymond et al.,Raymond et al. 2012
1.50419,0.20527,2.54700,0.00205,0.53680,75.98271,Raymond,Raymond et al.,Raymond et al. 2012
3.22472,0.17904,3.62240,0.00189,0.64965,102.37461,Raymond,Raymond et al.,Raymond et al. 2012
2.01954,0.40565,2.20740,0.00124,0.42395,42.19181,Raymond,Raymond et al.,Raymond et al. 2012
2.70589,0.14701,3.25450,0.00210,0.68625,106.03965,Raymond,Raymond et al.,Raymond et al. 2012
2.80936,0.16470,0.62260,0.00214,0.59475,20.89269,Raymond,Raymond et al.,Raymond et al. 2012
2.26177,0.35685,1.75460,0.00148,0.39650,40.76266,Raymond,Raymond et al.,Raymond et al. 2012
3.53533,0.11529,3.14130,0.00228,0.77470,115.61055,Raymond,Raymond et al.,Raymond et al. 2012
2.67396,0.12658,3.11300,0.00215,0.73810,109.52903,Raymond,Raymond et al.,Raymond et al. 2012
1.75216,0.14427,3.05640,0.00199,0.68930,101.03089,Raymond,Raymond et al.,Raymond et al. 2012
2.95306,0.18605,0.45280,0.00259,0.40870,19.57426,Raymond,Raymond et al.,Raymond et al. 2012
2.45370,0.13207,3.11300,0.00211,0.70455,109.97471,Raymond,Raymond et al.,Raymond et al. 2012
2.84477,0.12658,3.16960,0.00217,0.71065,115.82812,Raymond,Raymond et al.,Raymond et al. 2012
2.47116,0.14884,3.31110,0.00195,0.67100,108.97914,Raymond,Raymond et al.,Raymond et al. 2012
2.61871,0.12749,3.16960,0.00211,0.72285,113.05594,Raymond,Raymond et al.,Raymond et al. 2012
2.19004,0.32330,3.19790,0.00112,0.53375,60.91644,Raymond,Raymond et al.,Raymond et al. 2012
1.98450,0.37210,2.06590,0.00132,0.39345,46.38455,Raymond,Raymond et al.,Raymond et al. 2012
2.61725,0.13725,0.28300,0.00492,0.28365,23.89486,Raymond,Raymond et al.,Raymond et al. 2012
2.76602,0.14640,3.45260,0.00186,0.70150,110.50725,Raymond,Raymond et al.,Raymond et al. 2012
1.82486,0.35685,2.34890,0.00104,0.50935,42.47914,Raymond,Raymond et al.,Raymond et al. 2012
2.36372,0.13085,3.33940,0.00195,0.73810,113.66044,Raymond,Raymond et al.,Raymond et al. 2012
2.44284,0.17690,0.28300,0.00424,0.25010,21.02607,Raymond,Raymond et al.,Raymond et al. 2012
1.94177,0.13847,3.28280,0.00198,0.68320,114.06545,Raymond,Raymond et al.,Raymond et al. 2012
2.66352,0.18910,0.53770,0.00198,0.49105,19.03426,Raymond,Raymond et al.,Raymond et al. 2012
1.60705,0.15250,3.19790,0.00202,0.59475,115.89744,Raymond,Raymond et al.,Raymond et al. 2012
2.08053,0.27145,3.99030,0.00110,0.60085,80.41978,Raymond,Raymond et al.,Raymond et al. 2012
2.23876,0.14366,3.31110,0.00189,0.66185,114.47357,Raymond,Raymond et al.,Raymond et al. 2012
2.49125,0.14061,3.50920,0.00186,0.68015,120.61905,Raymond,Raymond et al.,Raymond et al. 2012
1.66877,0.39650,2.51870,0.00110,0.40870,51.09070,Raymond,Raymond et al.,Raymond et al. 2012
1.77279,0.38735,2.15080,0.00122,0.36905,49.45663,Raymond,Raymond et al.,Raymond et al. 2012
1.99732,0.11407,3.05640,0.00202,0.75030,117.38620,Raymond,Raymond et al.,Raymond et al. 2012
1.51041,0.42700,1.98100,0.00096,0.42395,35.97122,Raymond,Raymond et al.,Raymond et al. 2012
2.48703,0.14854,3.62240,0.00180,0.64050,125.15889,Raymond,Raymond et al.,Raymond et al. 2012
2.35774,0.17690,0.28300,0.00383,0.25010,21.02607,Raymond,Raymond et al.,Raymond et al. 2012
2.60302,0.17690,0.28300,0.00383,0.25010,21.02607,Raymond,Raymond et al.,Raymond et al. 2012
1.58721,0.41785,2.60360,0.00102,0.39650,51.65637,Raymond,Raymond et al.,Raymond et al. 2012
2.41207,0.20435,0.31130,0.00304,0.26840,18.65672,Raymond,Raymond et al.,Raymond et al. 2012
2.11172,0.30195,3.25450,0.00097,0.56120,63.13131,Raymond,Raymond et al.,Raymond et al. 2012
2.13321,0.14061,3.53750,0.00180,0.63440,130.36042,Raymond,Raymond et al.,Raymond et al. 2012
1.94732,0.14030,0.28300,0.00396,0.28365,23.37541,Raymond,Raymond et al.,Raymond et al. 2012
1.50174,0.35380,2.26400,0.00088,0.50020,42.05214,Raymond,Raymond et al.,Raymond et al. 2012
1.74736,0.12444,2.99980,0.00185,0.66643,118.90340,Raymond,Raymond et al.,Raymond et al. 2012
2.36683,0.08327,3.05640,0.00209,0.86315,139.78954,Raymond,Raymond et al.,Raymond et al. 2012
1.90673,0.14579,3.65070,0.00174,0.59170,139.11056,Raymond,Raymond et al.,Raymond et al. 2012
1.86802,0.74725,93.39000,0.00020,2.33325,176.07043,Raymond,Raymond et al.,Raymond et al. 2012
1.64093,0.26840,0.39620,0.00188,0.29280,16.57197,Raymond,Raymond et al.,Raymond et al. 2012
1.47262,0.15342,2.54700,0.00162,0.57035,95.68259,Raymond,Raymond et al.,Raymond et al. 2012
1.56401,0.25315,3.99030,0.00086,0.64050,80.89501,Raymond,Raymond et al.,Raymond et al. 2012
1.61273,0.11865,2.97150,0.00171,0.67710,121.58688,Raymond,Raymond et al.,Raymond et al. 2012
1.47537,0.13176,2.63190,0.00148,0.69540,94.42008,Raymond,Raymond et al.,Raymond et al. 2012
1.92406,0.12871,3.62240,0.00167,0.62830,147.24152,Raymond,Raymond et al.,Raymond et al. 2012
1.32898,0.14366,2.71680,0.00099,0.94855,65.53751,Raymond,Raymond et al.,Raymond et al. 2012
1.56401,0.35075,1.33010,0.00118,0.32025,38.92340,Raymond,Raymond et al.,Raymond et al. 2012
1.43777,0.12048,2.71680,0.00139,0.78080,94.93671,Raymond,Raymond et al.,Raymond et al. 2012
1.84525,0.17690,2.88660,0.00144,0.50935,105.30663,Raymond,Raymond et al.,Raymond et al. 2012
1.43111,0.12780,2.54700,0.00168,0.60085,109.03408,Raymond,Raymond et al.,Raymond et al. 2012
1.54753,0.12993,2.94320,0.00164,0.59475,125.19562,Raymond,Raymond et al.,Raymond et al. 2012
1.58110,0.13359,3.65070,0.00166,0.56425,159.20030,Raymond,Raymond et al.,Raymond et al. 2012
1.48196,0.12414,2.66020,0.00138,0.72590,97.04127,Raymond,Raymond et al.,Raymond et al. 2012
1.33619,0.54900,31.97900,0.00019,1.17120,163.48380,Raymond,Raymond et al.,Raymond et al. 2012
0.98163,0.58255,29.14900,0.00017,1.22610,134.14602,Raymond,Raymond et al.,Raymond et al. 2012
1.36518,0.10492,2.54700,0.00175,0.63745,125.18082,Raymond,Raymond et al.,Raymond et al. 2012
1.03364,0.13847,3.67900,0.00166,0.50630,172.49615,Raymond,Raymond et al.,Raymond et al. 2012
2.53953,0.53985,30.45080,0.00021,1.26880,146.13212,Raymond,Raymond et al.,Raymond et al. 2012
1.42513,0.11621,2.54700,0.00158,0.61915,116.36476,Raymond,Raymond et al.,Raymond et al. 2012
1.20591,0.09455,0.28300,0.00330,0.36295,27.10762,Raymond,Raymond et al.,Raymond et al. 2012
1.36866,0.10675,2.88660,0.00143,0.71980,123.48668,Raymond,Raymond et al.,Raymond et al. 2012
0.95233,0.57035,33.39400,0.00016,1.18950,161.79899,Raymond,Raymond et al.,Raymond et al. 2012
1.46853,0.13329,2.54700,0.00137,0.59170,106.15962,Raymond,Raymond et al.,Raymond et al. 2012
1.91991,0.15860,0.67920,0.00131,0.51850,27.14932,Raymond,Raymond et al.,Raymond et al. 2012
1.25646,0.18300,0.28300,0.00234,0.25010,20.32520,Raymond,Raymond et al.,Raymond et al. 2012
1.42165,0.18300,0.28300,0.00234,0.25010,20.32520,Raymond,Raymond et al.,Raymond et al. 2012
1.51072,0.10401,2.88660,0.00148,0.66795,136.58458,Raymond,Raymond et al.,Raymond et al. 2012
1.95544,0.52460,30.45080,0.00019,1.26880,150.38014,Raymond,Raymond et al.,Raymond et al. 2012
1.36237,0.13573,2.88660,0.00142,0.52765,132.49334,Raymond,Raymond et al.,Raymond et al. 2012
1.06862,0.51545,31.97900,0.00017,1.18645,171.88665,Raymond,Raymond et al.,Raymond et al. 2012
1.45046,0.12383,2.88660,0.00146,0.54900,139.57307,Raymond,Raymond et al.,Raymond et al. 2012
1.66431,0.09791,2.88660,0.00159,0.60695,159.67689,Raymond,Raymond et al.,Raymond et al. 2012
0.86747,0.54595,33.39400,0.00013,1.23830,162.36894,Raymond,Raymond et al.,Raymond et al. 2012
1.11886,0.16470,0.59430,0.00091,0.48190,24.61322,Raymond,Raymond et al.,Raymond et al. 2012
1.02552,0.14640,0.67920,0.00099,0.47885,31.84713,Raymond,Raymond et al.,Raymond et al. 2012
0.94885,0.12810,0.70750,0.00110,0.47885,37.91325,Raymond,Raymond et al.,Raymond et al. 2012
0.97369,0.10675,0.55185,0.00175,0.33550,50.64935,Raymond,Raymond et al.,Raymond et al. 2012
0.81924,0.09150,0.55185,0.00155,0.33550,59.09091,Raymond,Raymond et al.,Raymond et al. 2012
0.92669,0.09455,0.55185,0.00149,0.33550,57.18475,Raymond,Raymond et al.,Raymond et al. 2012
1.21483,0.11285,0.55185,0.00133,0.30500,52.70270,Raymond,Raymond et al.,Raymond et al. 2012
0.84855,0.10675,0.27734,0.00140,0.30500,28.00000,Raymond,Raymond et al.,Raymond et al. 2012
0.79605,0.11895,0.27734,0.00130,0.24400,31.41026,Raymond,Raymond et al.,Raymond et al. 2012
0.85892,0.08845,0.55185,0.00131,0.32025,64.03941,Raymond,Raymond et al.,Raymond et al. 2012
0.76919,0.08845,0.27734,0.00131,0.30500,33.79310,Raymond,Raymond et al.,Raymond et al. 2012
0.74721,0.09760,0.27734,0.00130,0.27450,34.02778,Raymond,Raymond et al.,Raymond et al. 2012
0.67823,0.07625,0.55185,0.00129,0.33550,70.90909,Raymond,Raymond et al.,Raymond et al. 2012
0.73622,0.08845,0.27734,0.00124,0.27450,37.54789,Raymond,Raymond et al.,Raymond et al. 2012
0.68983,0.06710,0.27734,0.00114,0.30500,44.54545,Raymond,Raymond et al.,Raymond et al. 2012
51.91879,0.12000,0.01200,0.23200,0.10900,0.92000,UK,Maurice et al.,Maurice et al. 2017
14.58120,0.04000,0.00240,0.23200,0.06000,0.58000,UK,Maurice et al.,Maurice et al. 2017
15.00892,0.19000,0.03800,0.03700,0.19300,1.02000,UK,Maurice et al.,Maurice et al. 2017
5.57835,0.05000,0.00460,0.03700,0.10300,0.99000,UK,Maurice et al.,Maurice et al. 2017
296.19972,0.20000,0.03700,0.29400,0.14500,1.14000,UK,Maurice et al.,Maurice et al. 2017
4.00358,0.00800,0.00080,0.29400,0.03100,0.98000,UK,Maurice et al.,Maurice et al. 2017
149.32676,0.25000,0.08800,0.05600,0.29300,1.07000,UK,Maurice et al.,Maurice et al. 2017
2.59962,0.01000,0.00220,0.05600,0.10400,1.04000,UK,Maurice et al.,Maurice et al. 2017
28.90133,0.22000,0.04300,0.05600,0.12100,0.98000,UK,Maurice et al.,Maurice et al. 2017
2.87458,0.17000,0.00080,0.05600,0.04600,0.78000,UK,Maurice et al.,Maurice et al. 2017
64.37947,0.09000,0.01300,0.18000,0.12200,0.92000,UK,Maurice et al.,Maurice et al. 2017
6.39906,0.01000,0.00310,0.18000,0.06400,0.82000,UK,Maurice et al.,Maurice et al. 2017
197.17115,0.20000,0.03500,0.24900,0.13600,1.22000,UK,Maurice et al.,Maurice et al. 2017
14.86310,0.03000,0.00220,0.24900,0.07700,1.20000,UK,Maurice et al.,Maurice et al. 2017
25.09355,0.13000,0.02500,0.07600,0.13000,1.09000,UK,Maurice et al.,Maurice et al. 2017
3.49393,0.01000,0.10000,0.07600,0.06800,0.93000,UK,Maurice et al.,Maurice et al. 2017
